Car Name,Brand,Model,Color,Mileage_KM,Location,Posted Date,Price_EGP
Opel Crossland 2020,Opel,Crossland,Silver,,cairo,6/2/2025,507863
Opel Grandland 2019,Opel,Grandland,Silver,150000,tagamo3 - new cairo,6/2/2025,256871
Opel Vectra 1994,Opel,Vectra,Silver,173000,obour city,6/2/2025,560098
Opel Astra 2015,Opel,Astra,Brown,153000,tagamo3 - new cairo,6/2/2025,282014
Opel Insignia 2015,Opel,Insignia,Dark blue,255000,6-Oct,6/2/2025,590680
Opel Mokka 2016,Opel,Mokka,Mocha,130000,beni suef,6/2/2025,345634
Opel Insignia 2016,Opel,Insignia,Gray,163000,tagamo3 - new cairo,6/2/2025,368573
Opel Astra 2021,Opel,Astra,Mocha,100000,heliopolis,6/2/2025,377745
Opel Astra 2014,Opel,Astra,Red,281000,maadi,6/2/2025,541300
Opel Astra 2015,Opel,Astra,Brown,220000,giza,6/2/2025,463045
Opel Grandland 2021,Opel,Grandland,Dark grey,22000,sheikh zayed city,6/1/2025,210428
Opel Vectra 1997,Opel,Vectra,White,,el mahalla,6/2/2025,359983
Opel Vectra 2008,Opel,Vectra,Silver,36406,heliopolis,6/1/2025,437181
Opel Insignia 2015,Opel,Insignia,White,150000,heliopolis,6/1/2025,347082
Opel Vectra 2008,Opel,Vectra,Gold,178000,heliopolis,6/1/2025,420940
Opel Astra 2019,Opel,Astra,Red,100000,cairo,6/1/2025,492390
Opel Astra 2020,Opel,Astra,Silver,38000,alexandria,6/1/2025,278179
Opel Crossland 2023,Opel,Crossland,Dark blue,37000,cairo,6/1/2025,358526
Opel Astra 2008,Opel,Astra,Silver,310000,maadi,6/1/2025,646039
Opel Astra 2019,Opel,Astra,Silver,91000,madinaty,6/1/2025,335471
Opel Astra 2020,Opel,Astra,Black,140000,mansoura,6/1/2025,243366
Opel Crossland 2020,Opel,Crossland,White,55000,cairo,6/1/2025,402414
Opel Astra 2017Verified User,Opel,Astra,Gray,107000,alexandria,6/1/2025,635553
Opel Astra 2015,Opel,Astra,Gray,226000,mansoura,6/1/2025,365326
Opel Astra 2020,Opel,Astra,Yellow,130000,cairo,5/31/2025,418037
Opel Insignia 2017,Opel,Insignia,Black,96000,obour city,5/31/2025,298150
Opel Astra 2013,Opel,Astra,Bronze,155000,heliopolis,5/31/2025,342377
Opel Corsa 2003,Opel,Corsa,Green,277000,cairo,5/31/2025,291460
Opel Vectra 2008,Opel,Vectra,Silver,205000,nasr city,5/31/2025,331354
Opel Astra 2013,Opel,Astra,Gray,153000,ismailia,5/31/2025,520420
Opel Astra 2013,Opel,Astra,Dark grey,140000,cairo,5/31/2025,543753
Opel Astra 2005,Opel,Astra,Silver,180000,agamy,5/31/2025,205244
Opel Insignia 2015,Opel,Insignia,Black,130000,tagamo3 - new cairo,5/31/2025,311830
Opel Corsa 2004,Opel,Corsa,Dark blue,175000,alexandria,5/31/2025,425741
Opel Astra 2014,Opel,Astra,Black,145000,cairo,5/31/2025,385713
Opel Corsa 2016,Opel,Corsa,Red,108000,sheikh zayed city,5/31/2025,309936
Opel Astra 2021,Opel,Astra,Silver,116400,alexandria,5/31/2025,237580
Opel Vectra 2000,Opel,Vectra,Dark blue,500000,nasr city,5/31/2025,336134
Opel Vectra 2008,Opel,Vectra,Gold,273000,heliopolis,5/31/2025,339345
Opel Vectra 1994,Opel,Vectra,White,300000,monufia,5/30/2025,628485
Opel Grandland 2019,Opel,Grandland,Gray,52000,el haram,5/30/2025,536251
Opel Corsa 2007,Opel,Corsa,Silver,258000,hadayek october,5/30/2025,547576
Opel Grandland 2020,Opel,Grandland,Gray,109000,helwan,5/30/2025,283356
Opel Astra 2013,Opel,Astra,Silver,163000,cairo,5/30/2025,232577
Opel Astra 2017,Opel,Astra,Brown,148000,nasr city,5/30/2025,532229
Opel Astra 2018,Opel,Astra,Mocha,110000,el haram,5/30/2025,514360
Opel Astra 2018,Opel,Astra,Gray,160000,tagamo3 - new cairo,5/30/2025,521855
Opel Astra 2001,Opel,Astra,Dark blue,190000,faqous,5/30/2025,205687
Opel Vectra 1995,Opel,Vectra,White,240000,cairo,5/30/2025,549267
Opel Astra 2020,Opel,Astra,Black,133000,cairo,5/30/2025,230898
Opel Vectra 2008,Opel,Vectra,Silver,216000,cairo,5/30/2025,350216
Opel Insignia 2020,Opel,Insignia,Dark blue,63000,tagamo3 - new cairo,5/29/2025,291794
Opel Astra 2020,Opel,Astra,Black,108000,maadi,5/29/2025,365242
Opel Vectra 2008,Opel,Vectra,Black,248000,6-Oct,5/29/2025,217222
Opel Astra 2017,Opel,Astra,Silver,200000,south sinai,5/29/2025,235422
Opel Vectra 1995,Opel,Vectra,White,153000,el marg,5/29/2025,481103
Opel Astra 2014,Opel,Astra,Black,125000,pyramids gardens,5/29/2025,612559
Opel Insignia 2015,Opel,Insignia,Black,192000,alexandria,5/28/2025,571078
Opel Corsa 2012,Opel,Corsa,Silver,29000,alexandria,5/28/2025,494594
Opel Crossland 2018,Opel,Crossland,Dark grey,139000,tagamo3 - new cairo,5/28/2025,467051
Opel Mokka 2022,Opel,Mokka,Blue,47000,maadi,5/28/2025,607024
Opel Mokka 2022,Opel,Mokka,Blue,38000,alexandria,5/28/2025,562223
Opel Vectra 2008,Opel,Vectra,Silver,216000,nasr city,5/28/2025,218785
Opel Crossland 2020,Opel,Crossland,Silver,70000,madinaty,5/27/2025,487426
Opel Vectra 1998,Opel,Vectra,Dark blue,200000,ain shams,5/27/2025,551845
Opel Astra 2018,Opel,Astra,Silver,93000,shobra,5/27/2025,620121
Opel Astra 2021,Opel,Astra,Silver,780000,cairo,5/27/2025,437404
Opel Vectra 1997,Opel,Vectra,Gold,300000,sadat city,5/27/2025,350807
Opel Astra 2020,Opel,Astra,White,50000,delengat,5/27/2025,602022
Opel Corsa 2013,Opel,Corsa,Black,108000,kafr el-sheikh,5/27/2025,311900
Opel Astra 2016,Opel,Astra,Black,206000,tagamo3 - new cairo,5/27/2025,632123
Opel Corsa 2024,Opel,Corsa,Silver,10000,heliopolis,5/27/2025,639504
Opel Astra 2016,Opel,Astra,Black,138000,mohandessin,5/27/2025,348465
Opel Vectra 1999,Opel,Vectra,Cyan,230000,alexandria,5/27/2025,535048
Opel Astra 2016,Opel,Astra,Silver,136000,mokattam,5/27/2025,648482
Opel Crossland 2021,Opel,Crossland,Silver,115000,sheikh zayed city,5/26/2025,377807
Opel Astra 2020,Opel,Astra,Black,141000,cairo,5/26/2025,607663
Opel Cascada 2018,Opel,Cascada,Dark grey,67000,cairo,5/26/2025,404414
Opel Astra 2013,Opel,Astra,Dark grey,122000,alexandria,5/26/2025,597807
Opel Astra 2020,Opel,Astra,Silver,100000,heliopolis,5/26/2025,263780
Opel Vectra 2021,Opel,Vectra,Dark red,,helwan,5/26/2025,286461
Opel Vectra 2008,Opel,Vectra,Black,214000,6-Oct,5/26/2025,468336
Opel Astra 2008,Opel,Astra,Dark blue,215000,zefta,5/26/2025,382047
Opel Vectra 2008,Opel,Vectra,Black,380000,mokattam,5/26/2025,462174
Opel Insignia 2014,Opel,Insignia,Silver,195000,alexandria,5/26/2025,486656
Opel Astra 2013,Opel,Astra,Black,170000,nasr city,5/25/2025,252421
Opel Crossland 2022,Opel,Crossland,Dark red,40000,sheikh zayed city,5/25/2025,563688
Opel Astra 2015,Opel,Astra,Blue,245000,al shorouk,5/25/2025,414374
Opel Astra 2001,Opel,Astra,Dark blue,247000,faqous,5/25/2025,227056
Opel Corsa 2005,Opel,Corsa,Silver,100000,tagamo3 - new cairo,5/25/2025,283132
Opel Corsa 2005,Opel,Corsa,Silver,220000,gharbia,5/25/2025,463348
Opel Astra 2016,Opel,Astra,Silver,80000,alexandria,5/25/2025,210128
Opel Astra 2004,Opel,Astra,Gray,180000,tagamo3 - new cairo,5/25/2025,232348
Opel Corsa 2022,Opel,Corsa,Blue,90000,heliopolis,5/25/2025,457501
Opel Corsa 2005,Opel,Corsa,White,277000,giza,5/25/2025,471511
Opel Vectra 1996,Opel,Vectra,White,190000,helwan,5/25/2025,318310
Opel Corsa 2003,Opel,Corsa,Silver,40000,khanka,5/24/2025,315247
Opel Insignia 2019,Opel,Insignia,White,165000,tagamo3 - new cairo,5/24/2025,559054
Opel Astra 2015,Opel,Astra,Mocha,192000,heliopolis,5/24/2025,359865
Opel Astra 2015,Opel,Astra,Silver,144000,cairo,5/24/2025,270563
Opel Insignia 2017,Opel,Insignia,Mocha,148000,beni suef,5/24/2025,381906
Opel Insignia 2014,Opel,Insignia,Bronze,147000,tagamo3 - new cairo,5/24/2025,267914
Opel Astra 2015Verified User,Opel,Astra,Brown,135000,mokattam,5/24/2025,537871
Opel Astra 2000,Opel,Astra,Red,370000,tagamo3 - new cairo,5/24/2025,488533
Opel Vectra 1996,Opel,Vectra,Green,200000,red sea,5/24/2025,422278
Opel Astra 2021,Opel,Astra,Black,73000,cairo,5/23/2025,403978
Opel Astra 2020,Opel,Astra,Silver,99000,madinaty,5/23/2025,460851
Opel Corsa 2023,Opel,Corsa,Orange,28000,6-Oct,5/23/2025,493204
Opel Astra 2018,Opel,Astra,Silver,105000,al shorouk,5/23/2025,481276
Opel Vectra 2000,Opel,Vectra,Silver,129000,dakahlia,5/23/2025,624208
Opel Vectra 2008,Opel,Vectra,Black,69000,heliopolis,5/23/2025,375025
Opel Astra 2016,Opel,Astra,Green,112000,nasr city,5/23/2025,455863
Opel Grandland 2021,Opel,Grandland,Silver,39000,nasr city,5/23/2025,552890
Opel Corsa 2012,Opel,Corsa,Black,252000,sheraton,5/23/2025,561678
Opel Astra 2008Verified User,Opel,Astra,Silver,210000,alexandria,5/22/2025,380937
Opel Crossland 2020,Opel,Crossland,Red,78000,heliopolis,5/22/2025,571658
Opel Insignia 2018,Opel,Insignia,Silver,76000,tagamo3 - new cairo,5/22/2025,246080
Opel Astra 2016,Opel,Astra,Petroleum,103000,tagamo3 - new cairo,5/22/2025,415937
Opel Corsa 2003,Opel,Corsa,Gray,370000,qena,5/21/2025,333844
Opel Astra 2014,Opel,Astra,Black,139000,mokattam,5/21/2025,256421
Opel Astra 2020,Opel,Astra,Silver,45000,alexandria,5/21/2025,533254
Opel Insignia 2017,Opel,Insignia,Other,100000,tagamo3 - new cairo,5/21/2025,584527
Opel Insignia 2020,Opel,Insignia,Dark blue,222000,madinaty,5/21/2025,484880
Opel Insignia 2014,Opel,Insignia,Petroleum,130000,tagamo3 - new cairo,5/21/2025,599594
Opel Corsa 2013,Opel,Corsa,Gray,170000,nasr city,5/21/2025,610692
Opel Vectra 2008,Opel,Vectra,Black,137000,mit ghamr,5/21/2025,284462
Opel Vectra 2008Verified User,Opel,Vectra,Black,221000,heliopolis,3/26/2025,583398
Opel Astra 2014,Opel,Astra,Petroleum,160700,tagamo3 - new cairo,5/21/2025,616201
Opel Astra 2003,Opel,Astra,Red,240000,qalyubia,5/21/2025,205708
Opel Corsa 1995,Opel,Corsa,Silver,230000,el haram,5/20/2025,613646
Opel Corsa 2005,Opel,Corsa,Silver,293000,cairo,5/20/2025,461216
Opel Vectra 1994,Opel,Vectra,Red,250000,monufia,5/20/2025,597672
Opel Astra 2017,Opel,Astra,Silver,133000,tagamo3 - new cairo,5/20/2025,267577
Opel Vectra 2003,Opel,Vectra,Silver,300000,giza,5/20/2025,568361
Opel Astra 2017,Opel,Astra,Blue,195000,kafr el-dawwar,5/20/2025,448715
Opel Corsa 2005Verified User,Opel,Corsa,Black,260000,sheikh zayed city,5/20/2025,458438
Opel Vectra 1994,Opel,Vectra,White,411000,sheikh zayed city,5/20/2025,250743
Opel Vectra 1995,Opel,Vectra,Other,400000,qalyubia,5/20/2025,649108
Opel Astra 2020,Opel,Astra,Black,38000,mohandessin,5/20/2025,468404
Opel Astra 2009,Opel,Astra,Dark grey,139000,cairo,5/20/2025,527565
Opel Astra 2018,Opel,Astra,Other,107000,alexandria,5/19/2025,233887
Opel Vectra 2008,Opel,Vectra,Black,88000,alexandria,5/19/2025,200328
Opel Insignia 2019,Opel,Insignia,White,148000,el mahalla,5/19/2025,215626
Opel Astra 2016,Opel,Astra,Dark green,130000,tagamo3 - new cairo,5/19/2025,638184
Opel Corsa 1994,Opel,Corsa,Cyan,265000,cairo,5/19/2025,564794
Opel Astra 2017,Opel,Astra,Silver,119000,nasr city,5/19/2025,236481
Opel Astra 2018,Opel,Astra,Olive,132000,cairo,5/19/2025,251531
Opel Vectra 1998,Opel,Vectra,Red,220000,6-Oct,5/19/2025,482682
Opel Vectra 1999,Opel,Vectra,Gold,300000,sadat city,5/18/2025,206207
Opel Vectra 1994,Opel,Vectra,Silver,209000,mansoura,5/18/2025,470324
Opel Astra 2020,Opel,Astra,Dark grey,145000,tagamo3 - new cairo,5/18/2025,458248
Opel Astra 2020,Opel,Astra,Other,220000,maadi,5/18/2025,546047
Opel Corsa 2022,Opel,Corsa,White,27000,cairo,5/1/2025,320938
Opel Crossland 2018,Opel,Crossland,Dark grey,100000,cairo,5/1/2025,408876
Opel Insignia 2017,Opel,Insignia,Black,215000,nasr city,5/18/2025,460054
Opel Vectra 1998,Opel,Vectra,Black,350000,agamy,5/18/2025,386692
Opel Astra 2004,Opel,Astra,Red,240000,el haram,5/18/2025,467005
Opel Astra 2017,Opel,Astra,Blue,150000,mohandessin,5/18/2025,349057
Opel Astra 2013,Opel,Astra,Bronze,210000,al shorouk,5/18/2025,504038
Opel Astra 2014,Opel,Astra,Bronze,130000,tagamo3 - new cairo,5/18/2025,322411
Opel Astra 2013,Opel,Astra,Gold,50000,tagamo3 - new cairo,5/17/2025,461162
Opel Grandland 2024,Opel,Grandland,White,20000,sheikh zayed city,5/17/2025,361618
Opel Grandland 2019,Opel,Grandland,Red,119000,zagazig,5/17/2025,289638
Opel Corsa 2022,Opel,Corsa,Red,34000,sheikh zayed city,5/17/2025,278517
Opel Astra 2017,Opel,Astra,Dark grey,110000,hadayek october,5/17/2025,493119
Opel Vectra 1994,Opel,Vectra,Red,32000,el salam city,5/17/2025,350748
Opel Mokka 2016,Opel,Mokka,Dark blue,105000,cairo,5/17/2025,542318
Opel Astra 2015,Opel,Astra,Black,190000,6-Oct,5/17/2025,628924
Opel Insignia 2019,Opel,Insignia,Silver,153000,nasr city,5/17/2025,280940
Opel Astra 2007,Opel,Astra,Silver,280000,port said,5/17/2025,513257
Opel Vectra 2008,Opel,Vectra,Black,150000,el haram,5/16/2025,265506
Opel Astra 2015,Opel,Astra,Dark grey,110000,maadi,5/16/2025,497697
Opel Insignia 2014,Opel,Insignia,Silver,175000,tagamo3 - new cairo,4/18/2025,350215
Opel Astra 2014,Opel,Astra,Brown,190000,giza,5/16/2025,469222
Opel Astra 2017,Opel,Astra,Brown,127000,alexandria,5/16/2025,466668
Opel Corsa 1994,Opel,Corsa,White,170000,gharbia,5/16/2025,607461
Opel Insignia 2014,Opel,Insignia,Petroleum,300000,cairo,5/16/2025,386731
Opel Crossland 2023,Opel,Crossland,Dark grey,22000,tagamo3 - new cairo,5/16/2025,451931
Opel Astra 2018,Opel,Astra,Mocha,183000,mansoura,5/16/2025,561419
Opel Astra 2020,Opel,Astra,Silver,82000,giza,5/16/2025,565078
Opel Vectra 2008,Opel,Vectra,Black,175000,maadi,5/15/2025,621099
Opel Crossland 2021,Opel,Crossland,Red,90000,cairo,5/15/2025,261761
Opel Crossland 2021,Opel,Crossland,Blue,83000,cairo,5/15/2025,539024
Opel Crossland 2021,Opel,Crossland,Blue,74000,cairo,5/15/2025,210068
Opel Crossland 2021,Opel,Crossland,Silver,76000,badr city,5/15/2025,598334
Opel Astra 2018,Opel,Astra,Silver,130000,cairo,5/15/2025,204931
Opel Corsa 2012,Opel,Corsa,Silver,103654,cairo,5/15/2025,387347
Opel Crossland 2022Verified User,Opel,Crossland,Blue,46000,nasr city,5/15/2025,286167
Opel Mokka 2023Verified User,Opel,Mokka,Silver,91000,sheikh zayed city,5/15/2025,437241
Opel Astra 2019,Opel,Astra,Green,110000,maadi,5/15/2025,435397
Opel Astra 2013,Opel,Astra,Gray,152000,hurghada,5/15/2025,502548
Opel Grandland 2021,Opel,Grandland,Blue,142000,sheikh zayed city,5/9/2025,541523
Opel Astra 2012,Opel,Astra,Dark blue,177000,nasr city,5/15/2025,203868
Opel Insignia 2018,Opel,Insignia,Black,100000,tagamo3 - new cairo,5/15/2025,245413
Opel Grandland 2021,Opel,Grandland,Gray,125000,tagamo3 - new cairo,5/15/2025,291664
Opel Astra 2017,Opel,Astra,Gray,155000,6-Oct,5/15/2025,418525
Opel Vectra 1995,Opel,Vectra,Green,280537,dokki,5/15/2025,205548
Opel Insignia 2016,Opel,Insignia,Black,208000,tagamo3 - new cairo,5/14/2025,315250
Opel Corsa 2015,Opel,Corsa,Dark blue,160000,6-Oct,5/14/2025,379760
Opel Insignia 2017,Opel,Insignia,Dark blue,186000,mohandessin,5/14/2025,317504
Opel Astra 2017,Opel,Astra,Black,115000,el haram,5/14/2025,548669
Opel Vectra 1999,Opel,Vectra,White,250000,hurghada,5/14/2025,408706
Opel Corsa 1994,Opel,Corsa,Green,200000,6-Oct,5/14/2025,518001
Opel Astra 2021,Opel,Astra,White,110000,beheira,5/14/2025,400928
Opel Insignia 2019,Opel,Insignia,Silver,153000,nasr city,5/14/2025,538697
Opel Astra 2019,Opel,Astra,White,170000,obour city,5/14/2025,493249
Opel Meriva 2016,Opel,Meriva,Petroleum,160000,pyramids gardens,5/14/2025,486864
Opel Corsa 2005,Opel,Corsa,Silver,226000,cairo,5/14/2025,639468
Opel Astra 2013,Opel,Astra,Eggplant,230000,madinaty,5/13/2025,406088
Opel Crossland 2021,Opel,Crossland,Red,82000,helwan,5/13/2025,565327
Opel Crossland 2018,Opel,Crossland,Dark red,77000,tagamo3 - new cairo,5/13/2025,323361
Opel Astra 2017,Opel,Astra,Dark grey,128000,heliopolis,5/13/2025,302011
Opel Corsa 2013,Opel,Corsa,Red,92000,nasr city,5/13/2025,544421
Opel Insignia 2019Verified User,Opel,Insignia,Dark blue,170000,nasr city,5/13/2025,546726
Opel Insignia 2016,Opel,Insignia,Black,160000,nasr city,5/13/2025,534623
Opel Vectra 2008,Opel,Vectra,Silver,127000,cairo,5/13/2025,482956
Opel Astra 2020,Opel,Astra,White,127000,alexandria,5/13/2025,434362
Opel Meriva 2016,Opel,Meriva,White,162000,alexandria,5/13/2025,462012
Opel Vectra 2007,Opel,Vectra,Cyan,207000,mokattam,5/13/2025,369798
Opel Insignia 2014,Opel,Insignia,Black,137000,sohag,5/13/2025,630344
Opel Astra 2017,Opel,Astra,Silver,55000,zagazig,5/12/2025,244631
Opel Astra 2017,Opel,Astra,Brown,137000,6-Oct,5/12/2025,294345
Opel Astra 2017,Opel,Astra,Silver,196000,cairo,5/12/2025,642082
Opel Corsa 2004,Opel,Corsa,White,,beheira,5/12/2025,418104
Opel Astra 2018,Opel,Astra,Bronze,138000,qena,5/12/2025,326948
Opel Crossland 2022,Opel,Crossland,Blue,65000,nasr city,5/12/2025,283842
Opel Astra 2016,Opel,Astra,Red,192000,zagazig,5/12/2025,553629
Opel Astra 2020,Opel,Astra,Black,184000,cairo,5/11/2025,221299
Opel Insignia 2015,Opel,Insignia,Black,171000,helwan,5/11/2025,503986
Opel Astra 2017,Opel,Astra,Black,174000,6-Oct,5/11/2025,456307
Opel Astra 2021,Opel,Astra,Red,97000,6-Oct,5/11/2025,599481
Opel Astra 2013,Opel,Astra,Blue,85000,mohandessin,5/11/2025,596462
Opel Astra 2013,Opel,Astra,Dark grey,163100,saft el laban,5/11/2025,269133
Opel Astra 2013,Opel,Astra,Black,230000,helwan,5/11/2025,518557
Opel Vectra 2008,Opel,Vectra,Black,165000,heliopolis,5/11/2025,392605
Opel Grandland 2020,Opel,Grandland,Dark grey,30000,cairo,5/11/2025,366580
Opel Corsa 2005,Opel,Corsa,Black,260000,imbaba,5/5/2025,572831
Opel Astra 2017,Opel,Astra,White,171000,alexandria,5/11/2025,611809
Opel Astra 2014,Opel,Astra,Silver,119000,mokattam,5/10/2025,260633
Opel Astra 2020,Opel,Astra,Silver,112000,nasr city,5/10/2025,327624
Opel Astra 2020,Opel,Astra,Dark grey,126500,nasr city,5/10/2025,527445
Opel Astra 2021,Opel,Astra,Black,38000,gharbia,5/10/2025,577869
Opel Meriva 2016,Opel,Meriva,Dark grey,163000,cairo,5/10/2025,425147
Opel Meriva 2016,Opel,Meriva,Dark grey,157000,cairo,5/10/2025,216585
Opel Vectra 2002,Opel,Vectra,Black,300000,giza,5/10/2025,604650
Opel Corsa 2013,Opel,Corsa,Dark red,150000,6-Oct,5/10/2025,623214
Opel Astra 2022,Opel,Astra,Black,120000,tagamo3 - new cairo,5/9/2025,536722
Opel Vectra 1996,Opel,Vectra,Dark green,150000,el minya,5/9/2025,466722
Opel Astra 2007,Opel,Astra,Black,320000,ismailia,5/8/2025,403113
Opel Astra 2021,Opel,Astra,Silver,70000,nasr city,5/8/2025,212573
Opel Vectra 2008,Opel,Vectra,Black,260000,tagamo3 - new cairo,5/8/2025,631632
Opel Insignia 2017,Opel,Insignia,Black,213000,giza,5/8/2025,359836
Opel Mokka 2022Verified User,Opel,Mokka,White,82000,sheikh zayed city,5/8/2025,557554
Opel Vectra 2009,Opel,Vectra,Black,120000,alexandria,5/8/2025,506082
Opel Astra 2019,Opel,Astra,Silver,245000,dokki,5/7/2025,540267
Opel Crossland 2021,Opel,Crossland,Blue,80000,saft el laban,5/7/2025,271337
Opel Astra 2016,Opel,Astra,Silver,120000,nasr city,5/7/2025,491394
Opel Corsa 2007,Opel,Corsa,Green,280000,mohandessin,5/7/2025,354562
Opel Vectra 1997,Opel,Vectra,Champagne,300000,6-Oct,5/7/2025,230223
Opel Astra 2021,Opel,Astra,Gray,86000,cairo,5/7/2025,431187
Opel Astra 2021,Opel,Astra,Olive,160000,el qanater el khayreya,5/7/2025,592655
Opel Astra 2013,Opel,Astra,Dark grey,330000,zagazig,5/7/2025,600495
Opel Astra 2005,Opel,Astra,Silver,330000,cairo,5/7/2025,581346
Opel Corsa 2016,Opel,Corsa,Dark blue,76000,cairo,5/6/2025,623681
Opel Insignia 2014,Opel,Insignia,Black,180000,maadi,5/6/2025,248328
Opel Insignia 2016,Opel,Insignia,Dark green,107000,6-Oct,5/6/2025,392313
Opel Astra 2008,Opel,Astra,Silver,340000,cairo,5/6/2025,475499
Opel Astra 2021,Opel,Astra,White,135000,alexandria,5/6/2025,227417
Opel Crossland 2019,Opel,Crossland,Silver,169000,6-Oct,5/6/2025,268296
Opel Vectra 1995,Opel,Vectra,White,320000,sadat city,5/5/2025,251011
Opel Vectra 2008,Opel,Vectra,Silver,80000,6-Oct,5/5/2025,513335
Opel Vectra 2008,Opel,Vectra,Black,175000,maadi,5/5/2025,322761
Opel Astra 2005,Opel,Astra,Silver,240000,tagamo3 - new cairo,5/5/2025,637607
Opel Astra 2020,Opel,Astra,Gray,194000,cairo,5/5/2025,647061
Opel Astra 2017,Opel,Astra,Eggplant,213000,6-Oct,5/5/2025,337015
Opel Corsa 2013,Opel,Corsa,Beige,158000,tagamo3 - new cairo,5/5/2025,522096
Opel Astra 2017,Opel,Astra,Silver,189000,mokattam,5/5/2025,500676
Opel Corsa 2006,Opel,Corsa,Dark blue,311000,obour city,5/4/2025,314354
Opel Vectra 1995,Opel,Vectra,Red,121000,abu qir,5/4/2025,279549
Opel Astra 2017,Opel,Astra,Dark green,112000,alexandria,5/4/2025,593511
Opel Vectra 2008,Opel,Vectra,Silver,200000,6-Oct,5/4/2025,221280
Opel Astra 2020,Opel,Astra,Silver,104000,cairo,5/3/2025,203639
Opel Mokka 2024,Opel,Mokka,Red,13000,tagamo3 - new cairo,5/2/2025,549802
Opel Astra 2013,Opel,Astra,Dark grey,175000,dokki,5/2/2025,248955
Opel Cascada 2017,Opel,Cascada,White,90000,cairo,5/2/2025,243295
Opel Crossland 2022,Opel,Crossland,Silver,11000,el minya,5/2/2025,327781
Opel Astra 2009,Opel,Astra,Silver,194000,el katameya,5/1/2025,406660
Opel Astra 2014,Opel,Astra,Blue,153000,cairo,5/1/2025,338293
Opel Crossland 2022,Opel,Crossland,Silver,60000,6-Oct,5/1/2025,646963
Opel Astra 2021,Opel,Astra,Gray,58000,beni suef,5/1/2025,402321
Opel Mokka 2016,Opel,Mokka,Black,142000,mokattam,5/1/2025,617192
Opel Corsa 2005,Opel,Corsa,Black,,6-Oct,5/1/2025,374547
Opel Grandland 2018,Opel,Grandland,Dark red,115000,tagamo3 - new cairo,4/30/2025,647672
Opel Vectra 2007,Opel,Vectra,Gold,,amreya,4/30/2025,649008
Opel Astra 2016,Opel,Astra,Brown,155000,tagamo3 - new cairo,4/29/2025,211072
Opel Vectra 1994,Opel,Vectra,Green,420000,tagamo3 - new cairo,4/29/2025,618180
Opel Astra 2021,Opel,Astra,Silver,128000,pyramids gardens,4/29/2025,266076
Opel Vectra 1991,Opel,Vectra,Red,485000,shobra,4/29/2025,465143
Opel Crossland 2020,Opel,Crossland,Black,108000,zagazig,4/29/2025,558400
Opel Astra 2016,Opel,Astra,Dark green,103000,sheikh zayed city,4/29/2025,565299
Opel Crossland 2020,Opel,Crossland,Cyan,121000,6-Oct,4/29/2025,322676
Opel Corsa 2023,Opel,Corsa,White,54000,shobra,4/29/2025,333355
Opel Corsa 2012,Opel,Corsa,Gray,110000,alexandria,4/29/2025,580150
Opel Astra 2019,Opel,Astra,Silver,158000,mansoura,4/29/2025,482953
Opel Vectra 2003,Opel,Vectra,Silver,250000,helwan,4/28/2025,565271
Opel Grandland 2020,Opel,Grandland,White,107000,6-Oct,4/28/2025,241554
Opel Vectra 1996,Opel,Vectra,White,190000,giza,4/28/2025,558853
Opel Grandland 2019,Opel,Grandland,Silver,102500,cairo,4/28/2025,294794
Opel Vectra 2007,Opel,Vectra,Black,120000,tagamo3 - new cairo,4/28/2025,373908
Opel Grandland 2024,Opel,Grandland,White,,alexandria,4/28/2025,259883
Opel Astra 2018,Opel,Astra,Dark red,122000,cairo,4/28/2025,455500
Opel Astra 2019,Opel,Astra,Black,104000,alexandria,4/28/2025,206766
Opel Astra 2013,Opel,Astra,Dark grey,119000,al shorouk,4/28/2025,295465
Opel Astra 2008,Opel,Astra,Black,303000,cairo,4/28/2025,604462
Opel Corsa 2005,Opel,Corsa,Bronze,200000,shibin el kom,4/28/2025,531215
Opel Astra 2017,Opel,Astra,Silver,196000,6-Oct,4/27/2025,221393
Opel Vectra 1999,Opel,Vectra,Green,250000,tagamo3 - new cairo,4/27/2025,353917
Opel Vectra 2007,Opel,Vectra,Silver,226000,6-Oct,4/27/2025,597127
Opel Insignia 2015,Opel,Insignia,Black,232000,nasr city,4/27/2025,566453
Opel Corsa 2012,Opel,Corsa,Dark blue,150000,tagamo3 - new cairo,4/27/2025,336819
Opel Corsa 2004,Opel,Corsa,Dark green,280000,el haram,4/27/2025,465929
Opel Vectra 1998,Opel,Vectra,Dark blue,285000,dokki,4/26/2025,261738
Opel Insignia 2018,Opel,Insignia,Brown,126000,cairo,4/26/2025,549213
Opel Astra 2016,Opel,Astra,Black,180000,giza,4/26/2025,295469
Opel Grandland 2019,Opel,Grandland,Red,167000,sheikh zayed city,4/26/2025,553458
Opel Corsa 1994,Opel,Corsa,Blue,100000,ismailia,4/26/2025,200350
Opel Grandland 2022,Opel,Grandland,White,20000,zamalek,4/25/2025,397601
Opel Astra 2018,Opel,Astra,Black,80000,sheikh zayed city,4/25/2025,322487
Opel Astra 2021,Opel,Astra,White,116000,tagamo3 - new cairo,4/25/2025,296010
Opel Vectra 1998,Opel,Vectra,Silver,,damanhur,4/25/2025,510826
Opel Vectra 1997,Opel,Vectra,Silver,250000,cairo,4/25/2025,607763
Opel Crossland 2020,Opel,Crossland,Dark grey,69000,alexandria,4/25/2025,298783
